# BUSCO version is: 6.0.0 
# The lineage dataset is: mycobacterium_odb12 (Creation date: 2025-05-14, number of genomes: 172, number of BUSCOs: 1512)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
104323at1763	Complete	NODE_67_length_19765_cov_23.373527	1573	761	-	471.6	263
104333at1763	Complete	NODE_24_length_64205_cov_27.166604	9504	10763	+	838.9	415
104345at1763	Complete	NODE_24_length_64205_cov_27.166604	5653	4877	-	423.5	240
104350at1763	Duplicated	NODE_28_length_61498_cov_26.124176	11446	12228	+	466.8	250
104350at1763	Duplicated	NODE_28_length_61498_cov_26.124176	50053	49271	-	466.8	250
104368at1763	Complete	NODE_45_length_35826_cov_25.505692	5572	6342	+	401.0	206
104373at1763	Complete	NODE_42_length_39325_cov_26.288626	15671	14262	-	522.2	285
104379at1763	Complete	NODE_27_length_61687_cov_27.192355	44348	43353	-	375.9	271
104388at1763	Complete	NODE_59_length_25523_cov_29.000039	4504	5841	+	741.1	420
104395at1763	Complete	NODE_66_length_20871_cov_24.463499	8682	9506	+	564.8	274
104399at1763	Complete	NODE_64_length_22320_cov_25.903655	12872	12579	-	147.5	81
104400at1763	Complete	NODE_2_length_141379_cov_27.290965	138761	139921	+	706.3	376
104406at1763	Missing
104431at1763	Complete	NODE_39_length_44529_cov_27.423378	32058	33404	+	813.5	422
104444at1763	Complete	NODE_3_length_131980_cov_26.711379	16195	15203	-	643.5	330
104449at1763	Complete	NODE_13_length_83864_cov_25.393975	20614	21111	+	292.7	163
104459at1763	Complete	NODE_20_length_68832_cov_40.803025	60222	59278	-	517.3	302
104461at1763	Complete	NODE_12_length_86089_cov_25.824931	70886	71794	+	579.3	300
104462at1763	Complete	NODE_11_length_86115_cov_26.384342	35632	36024	+	127.2	69
104463at1763	Complete	NODE_8_length_98811_cov_26.943788	22573	23556	+	502.5	291
104476at1763	Complete	NODE_4_length_113218_cov_24.295605	7313	7717	+	248.6	130
104479at1763	Complete	NODE_12_length_86089_cov_25.824931	65697	65275	-	288.7	140
104480at1763	Complete	NODE_16_length_74802_cov_26.123546	30412	31833	+	828.6	457
104484at1763	Complete	NODE_53_length_27610_cov_27.571605	18118	18573	+	215.2	132
104491at1763	Complete	NODE_7_length_101874_cov_25.599713	3083	3910	+	493.0	267
104526at1763	Complete	NODE_45_length_35826_cov_25.505692	33411	31141	-	1308.2	725
104529at1763	Complete	NODE_36_length_47284_cov_27.552799	30875	31672	+	453.5	258
104534at1763	Complete	NODE_41_length_40471_cov_25.802545	18927	19811	+	489.7	260
104568at1763	Complete	NODE_13_length_83864_cov_25.393975	42749	44716	+	1162.3	636
104577at1763	Complete	NODE_25_length_64065_cov_26.626196	60161	59616	-	315.7	158
104579at1763	Complete	NODE_11_length_86115_cov_26.384342	19710	18796	-	524.0	295
104596at1763	Missing
104599at1763	Complete	NODE_12_length_86089_cov_25.824931	63492	62533	-	511.0	293
104607at1763	Complete	NODE_34_length_50438_cov_25.530569	16959	17642	+	376.4	220
104633at1763	Complete	NODE_24_length_64205_cov_27.166604	6711	7409	+	410.0	227
104643at1763	Complete	NODE_20_length_68832_cov_40.803025	42679	41288	-	923.2	465
104662at1763	Complete	NODE_48_length_31332_cov_22.401408	8721	8209	-	299.3	156
104669at1763	Complete	NODE_65_length_21669_cov_24.533901	18066	19760	+	1058.9	555
104678at1763	Complete	NODE_17_length_72330_cov_27.105089	61379	61870	+	238.2	133
104689at1763	Complete	NODE_49_length_30605_cov_26.801068	12317	15622	+	1814.9	1005
104703at1763	Complete	NODE_88_length_11232_cov_26.182788	865	2097	+	695.8	370
104708at1763	Complete	NODE_30_length_59440_cov_24.904233	39961	39395	-	339.8	181
104725at1763	Complete	NODE_99_length_7343_cov_21.236719	3272	2901	-	192.0	112
104728at1763	Complete	NODE_35_length_50015_cov_26.573812	15424	16662	+	792.6	394
104731at1763	Complete	NODE_58_length_26147_cov_27.231991	24620	24135	-	271.5	142
104735at1763	Missing
104745at1763	Complete	NODE_43_length_36700_cov_24.963793	34154	34639	+	215.6	155
104748at1763	Missing
104768at1763	Complete	NODE_4_length_113218_cov_24.295605	31150	31806	+	325.5	185
104772at1763	Complete	NODE_8_length_98811_cov_26.943788	2407	1226	-	751.1	388
104784at1763	Complete	NODE_83_length_13435_cov_27.446399	933	52	-	486.7	274
104785at1763	Complete	NODE_14_length_81223_cov_26.429843	64573	68127	+	1872.1	1042
104813at1763	Complete	NODE_8_length_98811_cov_26.943788	36703	36053	-	330.6	197
104821at1763	Complete	NODE_52_length_27912_cov_25.462583	13440	12655	-	347.5	223
104842at1763	Complete	NODE_20_length_68832_cov_40.803025	65027	64221	-	478.5	261
104859at1763	Complete	NODE_48_length_31332_cov_22.401408	6924	5512	-	959.9	468
104919at1763	Complete	NODE_61_length_23524_cov_25.928562	10772	9732	-	665.9	333
104933at1763	Complete	NODE_16_length_74802_cov_26.123546	26228	25386	-	524.7	279
104935at1763	Complete	NODE_22_length_65767_cov_24.403867	38113	38742	+	324.3	186
104943at1763	Complete	NODE_4_length_113218_cov_24.295605	3373	1823	-	915.1	476
104973at1763	Complete	NODE_6_length_102250_cov_26.717734	39529	38219	-	783.1	423
104977at1763	Missing
104979at1763	Complete	NODE_52_length_27912_cov_25.462583	20755	20393	-	183.2	98
105004at1763	Complete	NODE_20_length_68832_cov_40.803025	67018	66266	-	441.8	238
105016at1763	Complete	NODE_22_length_65767_cov_24.403867	38729	39658	+	536.0	303
105019at1763	Complete	NODE_65_length_21669_cov_24.533901	20488	20970	+	288.4	160
105045at1763	Complete	NODE_38_length_45596_cov_26.680990	32570	33325	+	476.5	239
105054at1763	Complete	NODE_12_length_86089_cov_25.824931	57571	56834	-	401.5	240
105065at1763	Complete	NODE_61_length_23524_cov_25.928562	15293	14547	-	398.7	242
105066at1763	Complete	NODE_88_length_11232_cov_26.182788	9534	10313	+	475.2	253
105076at1763	Complete	NODE_9_length_97919_cov_26.930510	50089	49277	-	425.1	240
105083at1763	Complete	NODE_7_length_101874_cov_25.599713	6930	7841	+	551.7	289
105105at1763	Complete	NODE_38_length_45596_cov_26.680990	39037	38363	-	371.0	218
105113at1763	Duplicated	NODE_77_length_15589_cov_26.628868	11522	11118	-	228.6	124
105113at1763	Duplicated	NODE_77_length_15589_cov_26.628868	4068	4472	+	228.6	124
105118at1763	Complete	NODE_32_length_55836_cov_24.758138	47466	48476	+	571.1	311
105125at1763	Complete	NODE_12_length_86089_cov_25.824931	41515	41093	-	233.1	139
105150at1763	Complete	NODE_15_length_78221_cov_25.797029	807	64	-	413.7	210
105157at1763	Complete	NODE_9_length_97919_cov_26.930510	18209	17127	-	600.0	352
105171at1763	Complete	NODE_31_length_56331_cov_26.469691	48068	46902	-	522.0	305
105176at1763	Complete	NODE_17_length_72330_cov_27.105089	59248	58400	-	473.8	260
105179at1763	Complete	NODE_60_length_24995_cov_25.848262	19075	18434	-	328.9	199
105186at1763	Complete	NODE_9_length_97919_cov_26.930510	74449	73976	-	265.5	148
105197at1763	Complete	NODE_63_length_22488_cov_25.776092	4241	1593	-	1485.7	711
105200at1763	Complete	NODE_2_length_141379_cov_27.290965	2738	3601	+	450.1	283
105223at1763	Complete	NODE_3_length_131980_cov_26.711379	116993	118885	+	1101.4	580
105229at1763	Complete	NODE_9_length_97919_cov_26.930510	6465	5686	-	414.6	219
105231at1763	Complete	NODE_41_length_40471_cov_25.802545	24453	24839	+	214.0	119
105233at1763	Complete	NODE_21_length_66119_cov_27.177084	2095	563	-	1006.9	497
105241at1763	Complete	NODE_13_length_83864_cov_25.393975	53627	52908	-	387.1	231
105260at1763	Fragmented	NODE_1191_length_550_cov_1.778013	550	2	-	133.6	176
105264at1763	Complete	NODE_50_length_29790_cov_26.176118	12570	12767	+	135.3	59
105277at1763	Complete	NODE_9_length_97919_cov_26.930510	37846	37232	-	331.7	183
105296at1763	Complete	NODE_40_length_40978_cov_26.731327	20691	18931	-	1054.2	555
105340at1763	Complete	NODE_22_length_65767_cov_24.403867	53557	51524	-	982.3	558
105380at1763	Complete	NODE_17_length_72330_cov_27.105089	61338	59245	-	1125.3	625
105381at1763	Complete	NODE_29_length_60622_cov_26.605616	38059	37619	-	216.6	148
105386at1763	Complete	NODE_36_length_47284_cov_27.552799	19509	20300	+	507.7	250
105432at1763	Complete	NODE_12_length_86089_cov_25.824931	7969	9912	+	1105.2	597
105458at1763	Complete	NODE_69_length_18824_cov_29.393823	16779	17345	+	261.5	148
105475at1763	Complete	NODE_33_length_54385_cov_23.969360	16474	15386	-	602.1	339
105489at1763	Complete	NODE_14_length_81223_cov_26.429843	78044	76944	-	641.0	335
105491at1763	Complete	NODE_32_length_55836_cov_24.758138	34698	36071	+	779.4	427
105493at1763	Complete	NODE_11_length_86115_cov_26.384342	13436	14782	+	861.6	439
105500at1763	Duplicated	NODE_1_length_348435_cov_26.263884	29207	31231	+	1101.4	622
105500at1763	Duplicated	NODE_1_length_348435_cov_26.263884	319229	317205	-	1101.4	622
105506at1763	Complete	NODE_63_length_22488_cov_25.776092	20109	20816	+	337.3	187
105512at1763	Complete	NODE_19_length_70437_cov_26.982248	58576	58370	-	110.1	64
105530at1763	Complete	NODE_4_length_113218_cov_24.295605	106448	107182	+	417.5	239
105534at1763	Complete	NODE_14_length_81223_cov_26.429843	59582	59073	-	267.1	168
105539at1763	Complete	NODE_16_length_74802_cov_26.123546	44987	45661	+	388.4	190
105547at1763	Complete	NODE_9_length_97919_cov_26.930510	55015	52712	-	1437.9	728
105621at1763	Complete	NODE_48_length_31332_cov_22.401408	22762	21812	-	453.6	240
105648at1763	Complete	NODE_16_length_74802_cov_26.123546	39005	39640	+	296.4	179
105650at1763	Complete	NODE_3_length_131980_cov_26.711379	82321	81632	-	405.9	228
105676at1763	Complete	NODE_89_length_11106_cov_26.416448	8675	8031	-	375.0	208
105679at1763	Complete	NODE_30_length_59440_cov_24.904233	52443	51388	-	538.1	297
105684at1763	Complete	NODE_19_length_70437_cov_26.982248	60997	60377	-	314.4	164
105702at1763	Complete	NODE_2_length_141379_cov_27.290965	8196	6421	-	1042.5	541
105703at1763	Complete	NODE_26_length_61803_cov_25.397466	48739	49344	+	259.8	161
105708at1763	Complete	NODE_4_length_113218_cov_24.295605	20449	21528	+	697.3	351
105724at1763	Complete	NODE_75_length_16873_cov_26.546916	13703	13521	-	118.2	60
105742at1763	Complete	NODE_59_length_25523_cov_29.000039	7385	6738	-	347.5	188
105782at1763	Complete	NODE_26_length_61803_cov_25.397466	54764	56227	+	876.3	454
105783at1763	Complete	NODE_13_length_83864_cov_25.393975	57286	57750	+	268.5	146
105786at1763	Complete	NODE_16_length_74802_cov_26.123546	67620	69200	+	960.9	501
105791at1763	Complete	NODE_397_length_981_cov_16.993363	556	383	-	121.4	54
105793at1763	Complete	NODE_22_length_65767_cov_24.403867	39720	40052	+	164.5	81
105852at1763	Complete	NODE_9_length_97919_cov_26.930510	34318	33623	-	325.1	215
105863at1763	Complete	NODE_10_length_91534_cov_27.119969	17195	17680	+	260.0	155
105878at1763	Complete	NODE_5_length_106117_cov_26.441098	30550	30290	-	166.9	86
105943at1763	Complete	NODE_33_length_54385_cov_23.969360	18433	17180	-	675.6	378
105951at1763	Complete	NODE_40_length_40978_cov_26.731327	11616	12824	+	745.5	389
105963at1763	Complete	NODE_9_length_97919_cov_26.930510	24394	23897	-	188.6	130
105966at1763	Complete	NODE_66_length_20871_cov_24.463499	19160	17514	-	768.2	502
105985at1763	Complete	NODE_53_length_27610_cov_27.571605	19643	20158	+	290.0	168
105987at1763	Complete	NODE_12_length_86089_cov_25.824931	25510	26595	+	625.1	336
106001at1763	Complete	NODE_37_length_46606_cov_25.406026	15606	16226	+	351.6	199
106022at1763	Complete	NODE_13_length_83864_cov_25.393975	29086	29403	+	217.9	104
106079at1763	Complete	NODE_55_length_26647_cov_25.525932	19113	17911	-	731.2	395
106111at1763	Complete	NODE_4_length_113218_cov_24.295605	18920	20452	+	854.0	478
106120at1763	Complete	NODE_14_length_81223_cov_26.429843	68162	68752	+	337.5	177
106150at1763	Complete	NODE_13_length_83864_cov_25.393975	52902	51346	-	878.3	487
106151at1763	Complete	NODE_21_length_66119_cov_27.177084	40953	41132	+	100.6	56
106164at1763	Complete	NODE_32_length_55836_cov_24.758138	4612	4298	-	150.8	83
106173at1763	Complete	NODE_60_length_24995_cov_25.848262	5737	5228	-	300.2	164
106182at1763	Complete	NODE_32_length_55836_cov_24.758138	36240	37457	+	776.3	395
106194at1763	Complete	NODE_61_length_23524_cov_25.928562	9003	9725	+	462.3	238
106195at1763	Complete	NODE_4_length_113218_cov_24.295605	21521	22990	+	732.9	456
106204at1763	Complete	NODE_20_length_68832_cov_40.803025	63284	61521	-	953.9	555
106213at1763	Complete	NODE_34_length_50438_cov_25.530569	11424	12071	+	340.1	209
106220at1763	Complete	NODE_16_length_74802_cov_26.123546	45654	46553	+	304.6	196
106221at1763	Complete	NODE_12_length_86089_cov_25.824931	22330	23022	+	319.9	208
106247at1763	Complete	NODE_38_length_45596_cov_26.680990	4731	3802	-	585.0	304
106261at1763	Complete	NODE_7_length_101874_cov_25.599713	27218	26670	-	288.5	177
106263at1763	Complete	NODE_38_length_45596_cov_26.680990	39751	39488	-	150.5	83
106285at1763	Complete	NODE_15_length_78221_cov_25.797029	11426	10884	-	273.9	152
106295at1763	Complete	NODE_40_length_40978_cov_26.731327	29468	30439	+	534.7	308
106296at1763	Complete	NODE_4_length_113218_cov_24.295605	17370	18923	+	875.2	491
106307at1763	Complete	NODE_26_length_61803_cov_25.397466	30031	30264	+	141.9	76
106308at1763	Complete	NODE_9_length_97919_cov_26.930510	13180	13368	+	146.7	60
106310at1763	Complete	NODE_33_length_54385_cov_23.969360	25460	26440	+	568.6	309
106314at1763	Duplicated	NODE_1_length_348435_cov_26.263884	131903	132562	+	345.0	195
106314at1763	Duplicated	NODE_1_length_348435_cov_26.263884	216533	215874	-	345.0	195
106331at1763	Complete	NODE_84_length_13339_cov_23.115216	3227	2934	-	159.3	90
106359at1763	Complete	NODE_67_length_19765_cov_23.373527	1664	2470	+	488.3	242
106387at1763	Complete	NODE_84_length_13339_cov_23.115216	10915	8291	-	1231.4	766
106388at1763	Complete	NODE_2_length_141379_cov_27.290965	28262	28822	+	301.4	167
106433at1763	Complete	NODE_32_length_55836_cov_24.758138	32234	34054	+	1004.8	544
106455at1763	Complete	NODE_9_length_97919_cov_26.930510	52088	51459	-	313.9	178
106459at1763	Duplicated	NODE_1_length_348435_cov_26.263884	138612	137329	-	671.3	332
106459at1763	Duplicated	NODE_1_length_348435_cov_26.263884	209824	211107	+	671.3	332
106473at1763	Complete	NODE_9_length_97919_cov_26.930510	50920	50108	-	557.2	275
106500at1763	Complete	NODE_18_length_71476_cov_28.439264	30996	30424	-	244.2	157
106501at1763	Complete	NODE_50_length_29790_cov_26.176118	11905	12567	+	407.1	216
106505at1763	Complete	NODE_31_length_56331_cov_26.469691	3586	4320	+	334.2	194
106515at1763	Complete	NODE_2_length_141379_cov_27.290965	104235	103270	-	422.9	283
106530at1763	Complete	NODE_15_length_78221_cov_25.797029	36418	35858	-	314.0	179
106532at1763	Complete	NODE_53_length_27610_cov_27.571605	20165	21505	+	750.9	441
106538at1763	Complete	NODE_5_length_106117_cov_26.441098	24311	25153	+	461.4	270
106579at1763	Complete	NODE_14_length_81223_cov_26.429843	61509	62171	+	409.5	198
106582at1763	Complete	NODE_35_length_50015_cov_26.573812	42254	42481	+	132.7	73
106613at1763	Complete	NODE_69_length_18824_cov_29.393823	14200	15084	+	511.6	283
106646at1763	Complete	NODE_8_length_98811_cov_26.943788	17545	16760	-	418.7	231
106651at1763	Complete	NODE_29_length_60622_cov_26.605616	52771	52346	-	200.6	124
106673at1763	Complete	NODE_9_length_97919_cov_26.930510	35838	37235	+	760.6	402
106684at1763	Complete	NODE_42_length_39325_cov_26.288626	5566	7149	+	914.3	519
106697at1763	Complete	NODE_30_length_59440_cov_24.904233	28589	27261	-	673.4	351
106710at1763	Complete	NODE_25_length_64065_cov_26.626196	26053	26700	+	378.0	200
106724at1763	Complete	NODE_4_length_113218_cov_24.295605	24573	25805	+	642.4	358
106779at1763	Complete	NODE_25_length_64065_cov_26.626196	14763	14077	-	367.0	226
106791at1763	Complete	NODE_5_length_106117_cov_26.441098	22449	22829	+	238.2	120
106847at1763	Complete	NODE_14_length_81223_cov_26.429843	76177	75503	-	359.5	207
106854at1763	Complete	NODE_2_length_141379_cov_27.290965	38999	39433	+	255.2	143
106868at1763	Duplicated	NODE_18_length_71476_cov_28.439264	64925	64119	-	431.4	257
106868at1763	Duplicated	NODE_18_length_71476_cov_28.439264	63976	63170	-	407.0	257
106878at1763	Complete	NODE_82_length_13907_cov_31.942805	5031	5867	+	527.6	286
106879at1763	Complete	NODE_16_length_74802_cov_26.123546	67006	67620	+	322.2	208
106882at1763	Complete	NODE_2_length_141379_cov_27.290965	44024	43266	-	391.6	237
106895at1763	Complete	NODE_21_length_66119_cov_27.177084	42463	42957	+	218.9	135
106916at1763	Complete	NODE_5_length_106117_cov_26.441098	7397	6483	-	415.9	267
106953at1763	Complete	NODE_15_length_78221_cov_25.797029	4025	4420	+	209.0	122
106959at1763	Complete	NODE_22_length_65767_cov_24.403867	65083	64133	-	566.3	305
106964at1763	Complete	NODE_82_length_13907_cov_31.942805	9128	8178	-	465.3	243
106965at1763	Complete	NODE_32_length_55836_cov_24.758138	46940	47491	+	280.5	147
106976at1763	Complete	NODE_68_length_19625_cov_26.224422	9237	7822	-	748.0	451
106986at1763	Complete	NODE_55_length_26647_cov_25.525932	3688	2525	-	702.1	379
106992at1763	Complete	NODE_16_length_74802_cov_26.123546	44202	45005	+	356.8	238
107021at1763	Complete	NODE_108_length_6050_cov_27.518332	2620	1337	-	666.1	378
107025at1763	Complete	NODE_6_length_102250_cov_26.717734	41707	40775	-	404.0	238
107039at1763	Complete	NODE_69_length_18824_cov_29.393823	16667	16248	-	158.4	109
107041at1763	Complete	NODE_61_length_23524_cov_25.928562	14544	13750	-	460.1	258
107083at1763	Complete	NODE_19_length_70437_cov_26.982248	59725	60393	+	383.6	208
107103at1763	Complete	NODE_33_length_54385_cov_23.969360	7410	6532	-	551.3	288
107136at1763	Complete	NODE_16_length_74802_cov_26.123546	19095	20309	+	522.9	402
107164at1763	Complete	NODE_7_length_101874_cov_25.599713	47801	46845	-	596.7	309
107165at1763	Complete	NODE_7_length_101874_cov_25.599713	4867	5343	+	290.9	156
107238at1763	Complete	NODE_5_length_106117_cov_26.441098	26841	27734	+	444.1	277
107244at1763	Complete	NODE_34_length_50438_cov_25.530569	13303	12866	-	257.7	131
107250at1763	Complete	NODE_40_length_40978_cov_26.731327	31927	31091	-	391.6	234
107251at1763	Missing
107275at1763	Complete	NODE_5_length_106117_cov_26.441098	27749	29293	+	695.6	421
107278at1763	Complete	NODE_9_length_97919_cov_26.930510	4773	5480	+	398.1	231
107282at1763	Complete	NODE_9_length_97919_cov_26.930510	27476	25377	-	787.0	458
107301at1763	Complete	NODE_70_length_18586_cov_26.848830	12603	12995	+	220.6	122
107328at1763	Complete	NODE_3_length_131980_cov_26.711379	16287	17219	+	481.2	244
107349at1763	Complete	NODE_10_length_91534_cov_27.119969	5247	6632	+	709.1	428
107357at1763	Duplicated	NODE_1_length_348435_cov_26.263884	166917	165187	-	857.3	520
107357at1763	Duplicated	NODE_1_length_348435_cov_26.263884	181519	183249	+	857.3	520
107371at1763	Complete	NODE_39_length_44529_cov_27.423378	31018	29984	-	582.1	328
107406at1763	Complete	NODE_2_length_141379_cov_27.290965	4483	3551	-	570.8	304
107415at1763	Complete	NODE_103_length_6814_cov_24.166988	5409	6677	+	752.2	403
107423at1763	Complete	NODE_36_length_47284_cov_27.552799	24766	24269	-	192.6	135
107455at1763	Complete	NODE_3_length_131980_cov_26.711379	39917	39534	-	180.9	97
107478at1763	Complete	NODE_49_length_30605_cov_26.801068	9153	12320	+	1586.7	946
107496at1763	Complete	NODE_30_length_59440_cov_24.904233	25478	24807	-	277.6	170
107500at1763	Complete	NODE_19_length_70437_cov_26.982248	42940	43848	+	445.8	289
107501at1763	Missing
107527at1763	Complete	NODE_26_length_61803_cov_25.397466	57378	60239	+	1333.7	780
107528at1763	Complete	NODE_9_length_97919_cov_26.930510	41955	41419	-	297.9	168
107544at1763	Complete	NODE_2_length_141379_cov_27.290965	139918	140598	+	348.1	217
107591at1763	Complete	NODE_89_length_11106_cov_26.416448	3973	4617	+	218.4	114
107605at1763	Fragmented	NODE_24_length_64205_cov_27.166604	2149	2850	+	338.2	227
107624at1763	Complete	NODE_13_length_83864_cov_25.393975	82880	83233	+	157.5	77
107647at1763	Complete	NODE_25_length_64065_cov_26.626196	52522	53178	+	326.9	207
107653at1763	Complete	NODE_70_length_18586_cov_26.848830	10791	11699	+	446.4	278
107675at1763	Complete	NODE_27_length_61687_cov_27.192355	47145	45727	-	753.2	448
107688at1763	Complete	NODE_59_length_25523_cov_29.000039	6659	5838	-	224.3	169
107706at1763	Complete	NODE_6_length_102250_cov_26.717734	8275	9189	+	288.0	198
107742at1763	Complete	NODE_24_length_64205_cov_27.166604	48045	48578	+	299.9	171
107780at1763	Complete	NODE_42_length_39325_cov_26.288626	19348	18689	-	305.8	204
107783at1763	Complete	NODE_19_length_70437_cov_26.982248	41670	41176	-	258.3	157
107794at1763	Complete	NODE_111_length_5459_cov_22.604051	3326	2013	-	755.2	424
107798at1763	Complete	NODE_53_length_27610_cov_27.571605	19367	19612	+	169.6	81
107810at1763	Complete	NODE_25_length_64065_cov_26.626196	52117	52449	+	152.1	90
107811at1763	Complete	NODE_55_length_26647_cov_25.525932	4758	3685	-	535.4	327
107823at1763	Fragmented	NODE_18_length_71476_cov_28.439264	33090	32176	-	335.8	300
107850at1763	Complete	NODE_12_length_86089_cov_25.824931	26595	27341	+	370.1	235
107946at1763	Complete	NODE_9_length_97919_cov_26.930510	9553	8720	-	442.5	261
108070at1763	Missing
108083at1763	Complete	NODE_44_length_36515_cov_24.564411	33778	34203	+	220.9	139
108116at1763	Complete	NODE_55_length_26647_cov_25.525932	2528	1728	-	391.8	263
108200at1763	Complete	NODE_42_length_39325_cov_26.288626	37269	36604	-	285.9	172
108263at1763	Missing
108312at1763	Complete	NODE_55_length_26647_cov_25.525932	1716	1129	-	220.9	142
